reaction_id,pred_solvents,pred_temp_bin,pred_time_bin,pred_catalyst_present
RXNTEST_71ceaa7cd3e1,NONE,hot,short,0
RXNTEST_2e2ce9981fc1,NONE,hot,medium,1
RXNTEST_cc3e5959d590,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_0cbf6484fc2e,NONE,room,short,0
RXNTEST_659a014f46c6,CN(C)C=O,warm,short,0
RXNTEST_fc3f2cf137a1,O1CCOCC1,hot,medium,1
RXNTEST_cf8c8a8e375d,C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_4522a7bb6175,NONE,cold,short,0
RXNTEST_24d2ac612b15,C1CCOC1|C(Cl)Cl|O1CCCC1,cryogenic,short,0
RXNTEST_c509e282baee,O1CCOCC1,hot,medium,1
RXNTEST_5101b51a191d,C1CCOC1|O1CCCC1,room,short,0
RXNTEST_2ec039d5c690,C1(=CC=CC=C1)C|O1CCOCC1,hot,overnight,1
RXNTEST_d9eb07d8c4aa,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_7a7394b071dc,NONE,room,long,0
RXNTEST_33c989ff7707,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_405c40e0d3ce,NONE,warm,medium,0
RXNTEST_d61cceb0bf74,NONE,warm,short,0
RXNTEST_c7ea55de0ed1,NONE,room,short,0
RXNTEST_11a53a1b69c9,NONE,room,long,0
RXNTEST_112cb7ab4f2c,NONE,hot,short,0
RXNTEST_4bd848ba35b9,NONE,warm,medium,1
RXNTEST_f3a9635e4ce6,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_a9d692c6ef44,CO,room,short,0
RXNTEST_e1f8ec46a302,C1CCOC1,cryogenic,short,0
RXNTEST_a98f37f3637a,NONE,room,very_long,0
RXNTEST_0fb19f171f00,C1CCOC1|C(Cl)Cl,room,short,0
RXNTEST_753de9b13de2,NONE,room,short,0
RXNTEST_277d4746be91,NONE,room,medium,0
RXNTEST_dc08ea47a9d7,NONE,warm,overnight,0
RXNTEST_961b54f36c16,NONE,hot,medium,0
RXNTEST_76c3804610c6,NONE,hot,short,0
RXNTEST_a8f404842ae7,CN(C)C=O|C(Cl)Cl|ClCCl|CN(C=O)C,room,long,0
RXNTEST_86a56af0c9c7,NONE,room,long,0
RXNTEST_cc32057d9c25,NONE,warm,long,1
RXNTEST_58bc7ba6cd50,NONE,warm,short,0
RXNTEST_ba7f644e8e5d,C(Cl)Cl,room,long,0
RXNTEST_8eab51e7fe58,O1CCOCC1,hot,short,1
RXNTEST_55a4c8ac83fa,CO,room,long,1
RXNTEST_0cfc986c10be,C1CCOC1,cold,short,0
RXNTEST_4b0301006b92,CN(C)C=O,room,long,0
RXNTEST_a9df204649cb,NONE,cold,short,0
RXNTEST_c0d5d2362ee7,NONE,room,short,0
RXNTEST_ee0651fcc94d,C(Cl)Cl,room,short,0
RXNTEST_ef0dd8e4250a,C1CCOC1,room,short,0
RXNTEST_745509508076,NONE,room,medium,0
RXNTEST_2546cfb6c9b5,NONE,warm,long,0
RXNTEST_50cd95083ac1,NONE,room,long,0
RXNTEST_bf2be228d8ec,NONE,hot,long,0
RXNTEST_ec18647a2bf4,NONE,room,long,0
RXNTEST_3ab327d0b7e2,NONE,cold,short,0
RXNTEST_6ac6dc05301b,CN(C)C=O,warm,long,0
RXNTEST_298574eba8ae,C(Cl)Cl|ClCCl,room,long,0
RXNTEST_2d35d47453eb,NONE,warm,long,0
RXNTEST_300be6164551,O1CCOCC1,hot,overnight,1
RXNTEST_9a2427c82e71,NONE,room,medium,0
RXNTEST_355bdff4d75b,NONE,hot,short,0
RXNTEST_483e09b90ca1,CN(C)C=O,room,medium,0
RXNTEST_0d960df8ce1a,C(Cl)Cl|ClCCl,room,medium,0
RXNTEST_10ce5364d392,C(Cl)Cl,room,short,1
RXNTEST_82d2ff6f7d1e,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_b38ba7a08ce1,NONE,warm,very_long,0
RXNTEST_f3674ab5c422,NONE,room,long,0
RXNTEST_7e96c19eabca,CN(C)C=O,hot,long,0
RXNTEST_9cdcb7df1a95,C1(=CC=CC=C1)C|O1CCOCC1,hot,very_long,1
RXNTEST_c1db3b77236f,O1CCOCC1,hot,long,1
RXNTEST_09ce9384885d,CN(C)C=O,hot,long,0
RXNTEST_9cfc17756bf4,CN(C)C=O|C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_e80b5935e956,NONE,room,medium,1
RXNTEST_4c8f82b87a7a,CN(C)C=O,cold,short,0
RXNTEST_33b722e07d66,NONE,hot,short,0
RXNTEST_05ead0f6370d,C(Cl)Cl,cold,short,0
RXNTEST_3b758a4ce19f,C(Cl)Cl|ClCCl,room,long,0
RXNTEST_0b45503340a1,NONE,hot,short,0
RXNTEST_9ae5d9a9aeec,NONE,room,short,1
RXNTEST_a9fae6a78a87,NONE,room,short,0
RXNTEST_8e08c4f198b5,C1CCOC1|O1CCCC1,cryogenic,short,0
RXNTEST_1e16695a2f30,CN(C)C=O,room,long,0
RXNTEST_4130aec17814,C1CCOC1|C(Cl)Cl|ClCCl,room,very_short,0
RXNTEST_412084c8793c,NONE,warm,long,1
RXNTEST_5206aeaf84ba,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_2597d6dc1f4e,C(Cl)Cl|ClCCl,room,short,0
RXNTEST_cc4bf368aaa2,CN(C)C=O|C(Cl)Cl|ClCCl,room,long,0
RXNTEST_4f01e8d38ead,CN(C)C=O,room,medium,0
RXNTEST_1738d7826cd0,NONE,warm,long,1
RXNTEST_326a44aa271d,C(Cl)Cl|ClCCl,room,overnight,0
RXNTEST_a7d7d38797bb,O|O1CCOCC1,hot,short,1
RXNTEST_24697f351e50,NONE,room,medium,0
RXNTEST_751f55dd965b,C1CCOC1|O1CCCC1,cryogenic,short,0
RXNTEST_a48cc652e823,NONE,cold,short,0
RXNTEST_800eeaa8cfe7,O|O1CCOCC1,hot,short,1
RXNTEST_56e910ea2d59,C(Cl)Cl,room,medium,0
RXNTEST_38e5e0153d7d,CN(C)C=O,warm,medium,0
RXNTEST_ab969737cedd,NONE,room,overnight,0
RXNTEST_53c080be3911,CN(C)C=O|C(Cl)Cl|ClCCl,room,short,0
RXNTEST_60b8e419c594,CN(C)C=O,room,long,0
RXNTEST_1f5bc47477d6,NONE,room,very_long,1
RXNTEST_223a4c307849,CN(C)C=O|C(Cl)Cl,room,short,0
RXNTEST_93d656553b30,NONE,warm,short,0
RXNTEST_6cc0994dad2f,NONE,room,medium,0
RXNTEST_ac592c1824fc,C1CCOC1|CN(C)C=O|C(Cl)Cl|ClCCl|O1CCCC1,room,short,0
RXNTEST_d81180365fac,C1CCOC1,room,short,0
RXNTEST_79aeffed2779,CN(C)C=O,room,medium,0
RXNTEST_c381bbae696b,NONE,hot,medium,1
RXNTEST_6738a02d5470,NONE,hot,medium,0
RXNTEST_5f221b2f5ebd,NONE,room,long,0
RXNTEST_1e20937d474a,NONE,room,long,1
RXNTEST_3145da54536f,C1CCOC1|O1CCCC1,cryogenic,medium,0
RXNTEST_05a5f66a34de,CN(C)C=O,room,short,0
RXNTEST_8ba111555588,NONE,warm,medium,1
RXNTEST_d2948d4d1d66,CN(C)C=O,room,long,0
RXNTEST_d5ac265b4886,C1CCOC1|O1CCCC1,room,short,0
RXNTEST_f21ec3bf40cd,O1CCOCC1,hot,long,1
RXNTEST_33130553da2a,NONE,hot,overnight,1
RXNTEST_fbece916d29c,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_de7a4c9bf2da,NONE,hot,short,0
RXNTEST_2c752d84b966,C(Cl)Cl|ClCCl,room,long,0
RXNTEST_c26565524a59,NONE,room,short,0
RXNTEST_b4a31258a679,C(Cl)Cl|ClCCl,cold,very_short,0
RXNTEST_351f84cf461a,C1CCOC1|C(Cl)Cl|ClCCl,room,long,0
RXNTEST_19d974f3914a,NONE,room,very_long,0
RXNTEST_b27675492e6c,C1CCOC1|O1CCCC1,room,short,0
RXNTEST_375510fb6e32,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_4544d5a255bb,NONE,room,medium,0
RXNTEST_53c036f19338,C1CCOC1|C(Cl)Cl|ClCCl,cold,overnight,0
RXNTEST_4f89b66b7979,NONE,room,medium,0
RXNTEST_9fd6cf6a9243,C1CCOC1|C(Cl)Cl|ClCCl,room,overnight,1
RXNTEST_de2a91e0e8fe,NONE,room,medium,0
RXNTEST_da076d517f5f,NONE,room,long,1
RXNTEST_54ee1bb4b0dc,C(Cl)Cl|CO,room,medium,0
RXNTEST_0ff7d565e111,NONE,hot,medium,1
RXNTEST_f818e1af0ef7,C(Cl)Cl,room,long,0
RXNTEST_252abcb89d47,NONE,warm,long,1
RXNTEST_4cf38534308c,C1CCOC1|C(Cl)Cl|O1CCCC1,cold,short,0
RXNTEST_40d67acc1fff,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_631bbd5545de,CN(C)C=O,room,long,0
RXNTEST_e5047b11faba,NONE,cold,short,0
RXNTEST_314c9e6dc174,NONE,room,medium,0
RXNTEST_b637d429d280,CO,room,long,1
RXNTEST_258bb2decd1f,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_8a4b0ac07e4c,NONE,warm,long,0
RXNTEST_17ba36db20cd,NONE,hot,medium,1
RXNTEST_e6ae824d2c05,NONE,warm,medium,1
RXNTEST_a4480d6a5b90,C1CCOC1|O1CCCC1,room,short,0
RXNTEST_9b161f01b4a2,NONE,hot,short,0
RXNTEST_acb32d6d1027,CN(C)C=O,hot,long,0
RXNTEST_2394ae9eac02,C1CCOC1,room,long,0
RXNTEST_5dabe6a101f4,O,warm,long,1
RXNTEST_de69cb47f84b,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_03536e5021a7,NONE,room,short,0
RXNTEST_b5b0e499c3b3,CN(C)C=O,hot,long,0
RXNTEST_e76e4f64060b,O1CCOCC1,hot,medium,1
RXNTEST_eec1b373c90d,NONE,hot,medium,0
RXNTEST_e504ea82a035,NONE,room,long,0
RXNTEST_ac35b773940e,NONE,hot,long,0
RXNTEST_a9f47d212ad2,NONE,room,short,0
RXNTEST_da54e575fdaa,NONE,hot,long,1
RXNTEST_df9e66ae9366,CO,room,medium,0
RXNTEST_292c7f6bfa09,CO,room,long,1
RXNTEST_f6af59d32018,NONE,hot,short,0
RXNTEST_1ceeef14ecff,NONE,room,overnight,0
RXNTEST_c4aa4e416fdf,CO|C(C)O,room,medium,0
RXNTEST_ce467c37e1e0,NONE,warm,short,0
RXNTEST_56b78b1c0227,CO,room,short,1
RXNTEST_b33f27faa007,NONE,room,long,0
RXNTEST_074431b6cfcc,NONE,hot,short,1
RXNTEST_0b38d4bcc05c,NONE,warm,short,0
RXNTEST_7265c70f40b1,NONE,warm,overnight,1
RXNTEST_b5266755d7b2,NONE,warm,short,0
RXNTEST_ca8374a496a8,NONE,warm,very_long,1
RXNTEST_448933b2aee1,NONE,hot,short,0
RXNTEST_61b4c757ddbd,CN(C)C=O|C(Cl)Cl|ClCCl,room,long,0
RXNTEST_7753492e0134,C1CCOC1,cryogenic,short,0
RXNTEST_db8b10cec70e,CN(C)C=O,warm,long,0
RXNTEST_0ec827538cf4,NONE,room,short,0
RXNTEST_4dcd6d08fff7,CN(C)C=O|O,warm,medium,0
RXNTEST_007d06d5c1b7,NONE,warm,medium,0
RXNTEST_51b6d50b9b9b,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_1fb9d095cc05,NONE,room,long,0
RXNTEST_6bf1f0fbc7c0,CN(C)C=O|CO,room,medium,0
RXNTEST_c59d84929870,C1CCOC1|O1CCCC1,cryogenic,long,0
RXNTEST_44ee1c6d7e0b,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_b9927e19ce08,C1CCOC1,room,medium,0
RXNTEST_bcbe65c15d0e,NONE,room,overnight,0
RXNTEST_abf3c0aaaf5f,NONE,room,medium,0
RXNTEST_1f49c4ed6dfd,C1CCOC1,room,short,0
RXNTEST_d747bc6ba34a,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_ad4ec5fa1245,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_4ab833ed6ebc,NONE,room,short,0
RXNTEST_58d196ee5f60,NONE,room,very_long,0
RXNTEST_da40e3672e2b,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_d84f681b1a50,CN(C)C=O,warm,short,0
RXNTEST_a0e60f6a7915,CN(C)C=O,room,short,0
RXNTEST_f89d6f673954,NONE,room,short,0
RXNTEST_ed4095ac325d,NONE,room,overnight,0
RXNTEST_115264c2fb31,CO,room,short,1
RXNTEST_b094c5644b2b,CO,room,short,1
RXNTEST_ee2cfc337cb8,CN(C)C=O,hot,medium,0
RXNTEST_d1361702cc5a,CO,room,very_long,1
RXNTEST_552d947f4d6a,C(Cl)Cl|ClCCl,room,short,0
RXNTEST_8d5b162baa2e,NONE,room,medium,0
RXNTEST_6ed5abe4782b,NONE,hot,long,1
RXNTEST_42acc79f6d00,CN(C)C=O|C(Cl)Cl|ClCCl|CN(C=O)C,room,overnight,0
RXNTEST_b558dfe99b23,NONE,room,short,0
RXNTEST_7d1958789745,CN(C)C=O,warm,long,0
RXNTEST_9dacf15fccb4,NONE,hot,medium,1
RXNTEST_5cfff2c2cb93,CN(C)C=O|O,warm,medium,0
RXNTEST_abb781900afc,NONE,room,short,0
RXNTEST_1cadea88b854,C(Cl)Cl,room,medium,0
RXNTEST_afe78a3630d3,NONE,room,medium,0
RXNTEST_6f9952e1632b,CN(C)C=O|C(Cl)Cl|ClCCl,room,long,0
RXNTEST_2c011dfac7a3,NONE,cold,medium,0
RXNTEST_d9c73211051a,NONE,cold,long,0
RXNTEST_1e6255d74b1a,CN(C)C=O,hot,long,0
RXNTEST_c0632d0bf4b0,CN(C)C=O|C1(=CC=CC=C1)C|O1CCOCC1,warm,long,1
RXNTEST_d92ab45706d4,CO,room,short,1
RXNTEST_a0d705185849,C(Cl)Cl,room,long,0
RXNTEST_f66795f9eb7e,CN(C)C=O|C(Cl)Cl|ClCCl|CN(C=O)C,room,long,0
RXNTEST_eef3eec689f0,NONE,warm,overnight,0
RXNTEST_7bc35dc888b6,CN(C)C=O,hot,long,1
RXNTEST_520167d95979,NONE,room,long,0
RXNTEST_71641e758566,CN(C)C=O|C(Cl)Cl|CN(C=O)C,room,long,0
RXNTEST_d0e8897d7e23,O,hot,short,0
RXNTEST_16504c8d5e98,NONE,hot,short,0
RXNTEST_0953bdab6167,CN(C)C=O,room,long,0
RXNTEST_fa4487cce933,NONE,room,very_long,0
RXNTEST_cfb919559556,NONE,warm,medium,0
RXNTEST_43e295a7397c,CN(C)C=O|C(Cl)Cl|ClCCl,room,long,0
RXNTEST_451fd48adaf4,O1CCOCC1,hot,long,1
RXNTEST_cb218970027e,C1CCOC1|O1CCCC1,cold,short,0
RXNTEST_e4a5e03d45a5,NONE,warm,short,1
RXNTEST_f9e8f2de0ba8,NONE,room,short,0
RXNTEST_6210b2d8dac1,NONE,warm,long,0
RXNTEST_75f865654adc,CO,room,medium,1
RXNTEST_bddfb30829f4,CN(C)C=O,room,overnight,0
RXNTEST_716298541e66,NONE,hot,overnight,1
RXNTEST_b747ba660a62,NONE,room,short,0
RXNTEST_9c16c2fb83c1,CN(C)C=O,room,long,0
RXNTEST_dc68e6f06d1d,NONE,hot,medium,1
RXNTEST_11fd9aa9e418,C(Cl)Cl,room,long,0
RXNTEST_8405b3d4e65d,C1CCOC1|C(Cl)Cl|O1CCCC1,cryogenic,short,0
RXNTEST_f51b81dba4a9,NONE,room,long,0
RXNTEST_9091503abb6a,NONE,room,long,0
RXNTEST_94318599e821,C(Cl)Cl|ClCCl,room,overnight,0
RXNTEST_6ebfa173c158,NONE,cold,medium,0
RXNTEST_aac8c19d158d,CN(C)C=O|C(Cl)Cl,room,short,0
RXNTEST_baa5e6fab86f,NONE,hot,long,1
RXNTEST_aa0b881f5657,CN(C)C=O|O|O1CCOCC1,hot,medium,0
RXNTEST_de301a83ff6a,O1CCOCC1,warm,overnight,1
RXNTEST_7793599aaced,C1CCOC1,cold,overnight,0
RXNTEST_9f0cb1f331a9,O1CCOCC1,hot,long,1
RXNTEST_89f4373bbf03,NONE,warm,very_long,0
RXNTEST_8bd9a69fb9f6,NONE,hot,medium,0
RXNTEST_3ded393f63cd,NONE,room,short,0
RXNTEST_cda7c65ba80a,NONE,room,short,1
RXNTEST_5cb9d9c94f08,NONE,hot,long,1
RXNTEST_b195f8ab007a,NONE,room,short,0
RXNTEST_df984f456a28,NONE,room,overnight,0
RXNTEST_3539ff649de6,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_2999d2aa8226,O1CCOCC1,warm,medium,1
RXNTEST_e91307419706,NONE,hot,short,0
RXNTEST_8e6b79888532,NONE,room,medium,0
RXNTEST_3bff57ca1731,C1CCOC1|C(Cl)Cl|ClCCl,room,overnight,0
RXNTEST_ffbea6263703,NONE,warm,long,0
RXNTEST_f7555b43c56c,NONE,room,short,0
RXNTEST_4a32f61bd170,NONE,hot,overnight,0
RXNTEST_bbc1773104a0,C1CCOC1|C(Cl)Cl|ClCCl,cold,short,0
RXNTEST_b77fc5d31760,NONE,warm,short,0
RXNTEST_c49b610b9360,NONE,warm,medium,1
RXNTEST_1bed28e8ffed,CO,cold,short,0
RXNTEST_5d80f6f4cd3c,NONE,room,overnight,1
RXNTEST_680ccf97bdf8,NONE,room,overnight,0
RXNTEST_0dc24216f0a4,O1CCOCC1,hot,long,1
RXNTEST_d8febb2bf74b,CN(C)C=O,room,overnight,0
RXNTEST_b9eed8bbf218,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_12c129d7a8e8,CN(C)C=O|C(Cl)Cl,room,short,0
RXNTEST_2df351c374ce,O1CCOCC1,hot,short,1
RXNTEST_77b1cee0083d,NONE,warm,long,0
RXNTEST_4e992625d81d,NONE,hot,short,0
RXNTEST_f729cfcb1078,NONE,hot,short,0
RXNTEST_06d33548e7a2,C(Cl)Cl,cold,long,0
RXNTEST_9792cfeb84e4,C1CCOC1|O1CCCC1,room,short,0
RXNTEST_adac65e27402,NONE,warm,short,1
RXNTEST_88f8337da086,NONE,room,medium,0
RXNTEST_566e276d6df1,CO,warm,short,1
RXNTEST_c4f670356552,NONE,room,short,0
RXNTEST_2a36d179a9c6,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_22d0cae8d93a,NONE,hot,short,0
RXNTEST_57cfe6743942,NONE,hot,short,0
RXNTEST_6dc152f71fe8,NONE,hot,short,0
RXNTEST_d08e0252bb45,NONE,room,long,1
RXNTEST_8e30a7923c1e,C(Cl)Cl|CO|ClCCl,room,long,1
RXNTEST_1bc6e5a78442,C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_e529d06db2a5,NONE,room,long,1
RXNTEST_e97cbab2023c,C1(=CC=CC=C1)C,hot,long,1
RXNTEST_7e5d5cdfadf2,CN(C)C=O|CN(C=O)C,room,long,0
RXNTEST_91f146068326,CN(C)C=O,room,long,0
RXNTEST_6aa962fce5ee,C1(=CC=CC=C1)C,hot,very_long,1
RXNTEST_2269eb19fbdf,NONE,warm,medium,0
RXNTEST_3b3cba31248e,O1CCOCC1,warm,overnight,1
RXNTEST_d993d0891db6,NONE,warm,short,0
RXNTEST_8c7e6e3dd426,NONE,room,long,1
RXNTEST_cfbc2a8d711e,C(Cl)Cl,room,long,0
RXNTEST_c08a1ef1180d,NONE,room,very_short,1
RXNTEST_c0c72f4cb5ba,C(Cl)Cl|ClCCl,room,overnight,0
RXNTEST_01c56e0c8619,CN(C)C=O,room,long,0
RXNTEST_a272dac18197,NONE,room,medium,0
RXNTEST_25f8d6b3c0ff,C1CCOC1|CO|O,warm,short,0
RXNTEST_3298ae32c41d,NONE,warm,short,0
RXNTEST_9b6d890d4a8f,NONE,hot,short,1
RXNTEST_d5347c72d340,CN(C)C=O|CN(C=O)C,room,long,0
RXNTEST_df936dc9ba43,C(Cl)Cl,room,overnight,0
RXNTEST_74516ad94bf9,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_fd55792b4f93,CN(C)C=O,room,overnight,0
RXNTEST_99e8f54bc13d,NONE,hot,very_short,1
RXNTEST_55c2f6960935,NONE,room,short,0
RXNTEST_855cfa2de4e0,C1CCOC1|C(Cl)Cl,room,overnight,0
RXNTEST_47fa67dc3f06,NONE,room,medium,0
RXNTEST_ed1aa596d040,C1(=CC=CC=C1)C|O1CCOCC1,hot,long,1
RXNTEST_fe8fe13304f5,NONE,room,medium,0
RXNTEST_92ffd222a23a,NONE,warm,very_long,0
RXNTEST_eda29dfe6f18,CN(C)C=O,hot,overnight,0
RXNTEST_e47417c682fe,NONE,warm,overnight,0
RXNTEST_bcdce063d44e,O1CCOCC1,hot,short,1
RXNTEST_3af05f02b221,NONE,room,long,0
RXNTEST_94462b6a9d75,C(Cl)Cl|CO|ClCCl,room,short,1
RXNTEST_ff443d6ec03e,NONE,room,long,0
RXNTEST_04e2ae6417b3,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_802b6f774c55,O,warm,medium,1
RXNTEST_dc0ecaed794c,CN(C)C=O,warm,medium,0
RXNTEST_220302eb889d,CO,room,short,1
RXNTEST_06b2d0a0c2dd,NONE,hot,medium,0
RXNTEST_0a6edb8590e1,NONE,room,medium,0
RXNTEST_eb96bc5ee148,CN(C)C=O,room,long,0
RXNTEST_fa2f2361bdf2,C1CCOC1|CO|O,room,medium,0
RXNTEST_db1d37597fee,O|O1CCOCC1,hot,long,1
RXNTEST_99cca8a8d8b8,C(Cl)Cl|ClCCl,room,short,0
RXNTEST_715d9a13e471,CO,room,short,0
RXNTEST_abbf0720adbc,C(Cl)Cl,cold,medium,0
RXNTEST_3eef5402dd49,NONE,room,medium,1
RXNTEST_f7cc0c08784e,C(Cl)Cl,room,short,0
RXNTEST_1a46c9fa4af3,NONE,warm,medium,0
RXNTEST_c0984d64bac9,NONE,hot,medium,1
RXNTEST_7af003a8ee5c,O1CCOCC1,hot,short,1
RXNTEST_314028ff9d8d,C1CCOC1,cryogenic,overnight,0
RXNTEST_9b7c4719d136,NONE,hot,long,1
RXNTEST_548a31b38ed8,O1CCOCC1,hot,overnight,1
RXNTEST_5fdb970d86de,NONE,room,overnight,1
RXNTEST_1626499ffbf2,NONE,room,long,0
RXNTEST_fa11ed18d055,C(Cl)Cl,room,long,0
RXNTEST_700591d25e39,NONE,room,medium,1
RXNTEST_46704b46f24c,NONE,cold,short,0
RXNTEST_6633ad282dd2,NONE,room,short,0
RXNTEST_9992ee65697f,CO,room,short,0
RXNTEST_ba23bb28baa0,NONE,room,short,0
RXNTEST_bf6a1ae07776,CN(C)C=O|O|CN(C=O)C,hot,short,0
RXNTEST_879401d0de20,C1CCOC1|C(Cl)Cl|ClCCl,room,short,0
RXNTEST_d74c1ef43f41,NONE,room,short,1
RXNTEST_4a84603e31b9,NONE,hot,very_short,1
RXNTEST_ce9335229a4a,NONE,room,short,0
RXNTEST_3419a2d5b691,CN(C)C=O,warm,long,0
RXNTEST_82fdec0d6d92,O1CCOCC1,hot,short,1
RXNTEST_c1c7ae825459,NONE,room,very_long,1
RXNTEST_56bf9fecff52,NONE,room,long,0
RXNTEST_ead3dfa75b42,CO,room,short,0
RXNTEST_ac9dfa747494,NONE,hot,long,0
RXNTEST_d5b5f43dde39,C1CCOC1|CO,room,very_short,0
RXNTEST_274db3a17f6e,NONE,hot,medium,1
RXNTEST_4d828949b0b1,C1CCOC1|C(Cl)Cl|ClCCl,room,short,0
RXNTEST_2ef067b73e7f,NONE,hot,medium,0
RXNTEST_67245511c23c,NONE,room,short,0
RXNTEST_a638d97ba031,NONE,hot,short,0
RXNTEST_2755138783ed,CN(C)C=O,warm,long,0
RXNTEST_52c587714ae3,NONE,room,medium,1
RXNTEST_1244f10694c2,O1CCOCC1,hot,overnight,1
RXNTEST_d196d750299f,NONE,hot,short,0
RXNTEST_b0fc11ee1274,O1CCOCC1,hot,medium,1
RXNTEST_daeac8eb7f7a,O,warm,short,0
RXNTEST_9603ec96e059,O|O1CCOCC1,hot,long,1
RXNTEST_8c77a15fac26,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_614f26e393fa,NONE,warm,short,0
RXNTEST_9610b2abf317,NONE,room,short,0
RXNTEST_bf55a83a1d61,C(Cl)Cl|ClCCl,room,medium,0
RXNTEST_cc10e001cacd,C1CCOC1|CN(C)C=O|C(Cl)Cl|ClCCl|CN(C=O)C,room,overnight,0
RXNTEST_a301a5dc33cc,C(Cl)Cl|CO,room,short,1
RXNTEST_b288e7f6ea95,C1CCOC1|O1CCCC1,cryogenic,short,0
RXNTEST_d5979fc6582b,CN(C)C=O|O|CN(C=O)C,warm,long,0
RXNTEST_495a3d6c4572,CO,room,short,0
RXNTEST_93bbe4060165,NONE,warm,medium,0
RXNTEST_39e42396d126,NONE,room,long,0
RXNTEST_09ce3ac91cdd,NONE,warm,short,0
RXNTEST_9516a89f685f,O1CCOCC1,hot,short,1
RXNTEST_02c715558ff2,CO,room,medium,1
RXNTEST_a451b619e061,NONE,warm,medium,0
RXNTEST_11e92fb41614,C1CCOC1,room,short,0
RXNTEST_89697323e2bd,CN(C)C=O,warm,long,0
RXNTEST_d1ebdc65fc68,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,medium,1
RXNTEST_60192914458b,C(Cl)Cl|ClCCl,room,long,0
RXNTEST_ab8a4702c2ee,C1(=CC=CC=C1)C|O1CCOCC1,hot,overnight,1
RXNTEST_8efbfe9f9e7b,NONE,hot,medium,0
RXNTEST_6c90de7723ee,CN(C)C=O,room,overnight,0
RXNTEST_cf605a0704c7,CN(C)C=O,room,long,0
RXNTEST_19cd3dbb9dac,C1CCOC1|O1CCCC1,cryogenic,short,0
RXNTEST_0c70928e89d4,C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_42b87d89f0c1,NONE,room,long,0
RXNTEST_c775d35fb002,NONE,room,very_short,0
RXNTEST_91ba580551f6,NONE,room,long,0
RXNTEST_738ac807f9c8,O1CCOCC1,hot,long,1
RXNTEST_1b1ca2a1767a,NONE,room,long,0
RXNTEST_df8328f1ca4c,NONE,warm,short,0
RXNTEST_cafbb77bb7c0,O|C1(=CC=CC=C1)C|O1CCOCC1,hot,short,1
RXNTEST_f62899caa8d5,O1CCOCC1,hot,overnight,1
RXNTEST_3f5b5665e868,CN(C)C=O,room,medium,0
RXNTEST_89cc7dbc7924,NONE,cryogenic,short,0
RXNTEST_14d0f1dc175b,CO,room,medium,1
RXNTEST_5db3f2e37eef,C(Cl)Cl|CO,room,medium,0
RXNTEST_81a00c53e032,C1CCOC1,hot,short,0
RXNTEST_7955353b40de,NONE,warm,short,1
RXNTEST_9e7525785c51,NONE,warm,medium,0
RXNTEST_b57c0a1536cb,NONE,hot,long,0
RXNTEST_aa3c1e897ea1,CO,room,long,1
RXNTEST_44b70c579d16,NONE,warm,overnight,0
RXNTEST_49295b96844a,O|C1(=CC=CC=C1)C|O1CCOCC1,warm,short,1
RXNTEST_a14410e12d44,O1CCOCC1,hot,medium,1
RXNTEST_5cb2d17d9d2c,NONE,room,medium,0
RXNTEST_747cff2f3f5e,NONE,room,short,0
RXNTEST_bf310dcc77cc,NONE,room,medium,0
RXNTEST_0bbcd3f735b3,CN(C)C=O|C(Cl)Cl|ClCCl|CN(C=O)C,room,long,0
